Filename,Title,Usecase,Status
scientific_and_engineering_terms___ansi_abbreviati.md,Scientific and Engineering Terms - ANSI Abbreviations,calculator-table,done
scientific_calculator.md,Scientific Calculator,none,pending
screw_jack___effort_force_vs__load.md,Screw Jack - Effort Force vs. Load,calculator,done
seawater___properties.md,Seawater - Properties,datatable,done
section_modulus___unit_converter.md,Section Modulus - Unit Converter,calculator-table,done
sensible_heat_flow.md,Sensible Heat Flow,datatable,done
sensible_heat_ratio___shr.md,Sensible Heat Ratio - SHR,datatable,done
septic_systems.md,Septic Systems,datatable,done
sewage_sludge___viscosities.md,Sewage Sludge - Viscosities,datatable,done
sewer_pipes___capacities_vs__slope.md,Sewer Pipes - Capacities vs. Slope,calculator-table,done
shackles___safe_loads.md,Shackles - Safe Loads,datatable,done
shafts_torsion.md,Shafts Torsion,calculator,done
shipping___cost__payment_terms_and_conditions__ter.md,"Shipping - Cost, Payment Terms and Conditions (TERMS)",datatable,done
shipping_measuring_units.md,Shipping Measuring Units,chart,done
shrink_fits_assembly.md,Shrink-Fits Assembly,chart,done
si_system.md,SI System,datatable,done
sieve_sizes_vs__mesh_designations.md,Sieve Sizes vs. Mesh Designations,datatable,done
signal_transmission___standards.md,Signal Transmission - Standards,datatable,done
signals___adding_decibels.md,Signals - Adding Decibels,datatable,done
sil___the_speech_interference_levels.md,SIL - the Speech Interference Levels,datatable,done
silicone___chemical_resistance.md,Silicone - Chemical Resistance,calculator-table,done
silver_binary_eutectic_alloys___melting_points.md,Silver Binary Eutectic Alloys - Melting Points,datatable,done
single_acting_pneumatic_piston___air_consumption.md,Single Acting Pneumatic Piston - Air Consumption,datatable,done
single_and_three_phase_ac___electric_current_vs__p.md,Single and Three Phase AC - Electric Current vs. Power,calculator,done
single_phase_power_equations.md,Single Phase Power Equations,chart-table,done
sisal_ropes___strengths.md,Sisal Ropes - Strengths,chart,done
sizing_of_steam_and_condensate_pipes.md,Sizing of Steam and Condensate Pipes,datatable,done
sizing_steam_pipes__kg_h_.md,Sizing Steam Pipes (kg/h),calculator,done
sizing_steam_pipes__lb_h_.md,Sizing Steam Pipes (lb/h),calculator,done
sketchup_extension.md,SketchUp Extension,calculator,done
slope_calculator__convert_between_degrees__gradien.md,"Slope Calculator: Convert Between Degrees, Gradient, and Grade",calculator,done
slurry_transports___minimum_flow_velocities.md,Slurry Transports - Minimum Flow Velocities,datatable,done
smacna___sheet_metal_and_air_conditioning_contract.md,SMACNA - Sheet Metal and Air Conditioning Contractors National Association,calculator,done
smaller_circles_within_a_large_circle___calculator.md,Smaller Circles within a Large Circle - Calculator,calculator-chart,done
sodium_chloride_water_solutions.md,Sodium Chloride Water Solutions,calculator-chart,done
soft_or_hard_water.md,Soft or Hard Water,calculator-chart,done
softwood_lumber___dimensions.md,Softwood Lumber - Dimensions,chart-table,done
softwood_lumber___grading.md,Softwood Lumber - Grading,chart,done
softwood_lumber___standard_sizes.md,Softwood Lumber - Standard Sizes,calculator,done
soil___bearing_strength.md,Soil - Bearing Strength,calculator,done
soil___earth_weight_and_composition.md,Soil - Earth Weight and Composition,none,pending
soil___electrical_resistivity.md,Soil - Electrical Resistivity,calculator,done
soil___water_content.md,Soil - Water Content,chart-table,done
soil_and_rock___bulk_factors.md,Soil and Rock - Bulk Factors,datatable,done
solar_radiation___daily_surface_energy.md,Solar Radiation - Daily Surface Energy,chart,done
solar_radiation_through_windows.md,Solar Radiation through Windows,chart,done
solar_system_constants.md,Solar System Constants,calculator,done
solids___densities.md,Solids - Densities,datatable,done
solids___melting_and_boiling_temperatures.md,Solids - Melting and Boiling Temperatures,datatable,done
solids___specific_heats.md,Solids - Specific Heats,calculator,done
solids___volume_temperature_expansion_coefficients.md,Solids - Volume Temperature Expansion Coefficients,calculator,done
solids___volumes_and_surfaces.md,Solids - Volumes and Surfaces,calculator,done
solids_and_metals___specific_gravities.md,Solids and Metals - Specific Gravities,calculator-chart,done
solids_and_metals___speed_of_sound.md,Solids and Metals - Speed of Sound,calculator-chart,done
solubility.md,Solubility,chart-table,done
solubility_of_air_in_water.md,Solubility of Air in Water,calculator-chart,done
solubility_of_gases_in_water_vs__temperature.md,Solubility of Gases in Water vs. Temperature,calculator-table,done
solubility_product_constants.md,Solubility Product Constants,none,pending
solutions__molarity_and_dilution.md,"Solutions, Molarity and Dilution",calculator-table,done
solving_equations_of_the_first_degree_with_one_unk.md,Solving Equations of the First Degree with One Unknown,calculator,done
solving_first_degree_equations_with_two_unknowns.md,Solving First Degree Equations with Two Unknowns,calculator-chart,done
solving_quadratic_equation_with_one_unknown.md,Solving Quadratic Equation with One Unknown,calculator-chart,done
some_measuring_units.md,Some Measuring Units,datatable,done
sound___abatement_vs__the_distance_from_source.md,Sound - Abatement vs. the Distance from Source,datatable,done
sound___attenuation_and_speed_vs__sound_frequency_.md,Sound - Attenuation and Speed vs. Sound Frequency and Air Humidity,calculator,done
sound___attenuation_and_the_directivity_coefficien.md,Sound - Attenuation and the Directivity Coefficient,calculator,done
sound___doppler_effect.md,Sound - Doppler Effect,chart-table,done
sound___frequency__wavelength_and_octave.md,"Sound - Frequency, Wavelength and Octave",calculator,done
sound___hearing_threshold_vs__age.md,Sound - Hearing Threshold vs. Age,calculator-table,done
sound___ldn___day_and_night_level.md,Sound - Ldn - Day and Night Level,calculator,done
sound___leq___equivalent_level.md,Sound - Leq - Equivalent Level,chart-table,done
sound___ls___exposure_level.md,Sound - Ls - Exposure Level,datatable,done
sound___reverberation_time.md,Sound - Reverberation Time,datatable,done
sound___room_absorption_characteristics.md,Sound - Room Absorption Characteristics,datatable,done
sound___room_absorption_coefficients.md,Sound - Room Absorption Coefficients,datatable,done
sound___room_attenuation_in_direct_sound_fields.md,Sound - Room Attenuation in Direct Sound Fields,calculator,done
sound_attenuation___duct_split_to_terminals.md,Sound Attenuation - Duct split to Terminals,datatable,done
sound_attenuation___main_duct_to_branch_ducts.md,Sound Attenuation - Main Duct to Branch Ducts,datatable,done
sound_attenuation_in_duct_elbows.md,Sound Attenuation in Duct Elbows,datatable,done
sound_attenuation_in_ducts_due_to_end_reflection.md,Sound Attenuation in Ducts due to End Reflection,datatable,done
sound_intensity.md,Sound Intensity,datatable,done
sound_intensity__power_and_pressure_levels.md,"Sound Intensity, Power and Pressure Levels",datatable,done
sound_level___online_calculator.md,Sound Level - Online Calculator,datatable,done
sound_power.md,Sound Power,calculator,done
sound_pressure_level.md,Sound Pressure Level,none,pending
sound_pressure_level___osha_a_weighted_per_day.md,Sound Pressure Level - OSHA A-Weighted per Day,datatable,done
sound_propagation___the_inverse_square_law.md,Sound Propagation - the Inverse Square Law,chart,done
sound_transmission_through_duct_walls.md,Sound Transmission through Duct Walls,datatable,done
sound_transmission_through_flanking_paths.md,Sound Transmission through Flanking Paths,calculator-table,done
sound_transmission_through_massive_walls_or_floors.md,Sound Transmission through Massive Walls or Floors,datatable,done
specific_heat___online_unit_converter.md,Specific Heat - Online Unit Converter,calculator,done
specific_heat_capacity_of_air__isobaric_and_isocho.md,Specific Heat Capacity of Air: Isobaric and Isochoric Heat Capacities at Various Temperatures and Pressures,none,pending
specific_heat_capacity_of_water__temperature_depen.md,Specific Heat Capacity of Water: Temperature-Dependent Data and Calculator,none,pending
specific_heat_of_common_liquids_and_fluids.md,Specific Heat of Common Liquids and Fluids,datatable,done
specific_heat_of_common_materials___engineering_re.md,Specific Heat of Common Materials – Engineering Reference,chart-table,done
speed_of_sound___equations.md,Speed of Sound - Equations,datatable,done
speed_of_sound___online_calculator.md,Speed of Sound - Online Calculator,datatable,done
speed_of_sound_vs__elevation__temperature_and_air_.md,"Speed of Sound vs. Elevation, Temperature and Air Pressure",none,pending
spherical_and_cylindrical_coordinates.md,Spherical and Cylindrical Coordinates,calculator,done
square_and_cube_roots_of_numbers___reference_table.md,Square and Cube Roots of Numbers – Reference Table,calculator,done
squaring_with_diagonal_measurements.md,Squaring with Diagonal Measurements,datatable,done
stainless_steel___specific_heat_and_thermal_conduc.md,Stainless Steel - Specific Heat and Thermal Conductivities vs. Temperatures,calculator,done
stainless_steel_classifications.md,Stainless Steel Classifications,datatable,done
stainless_steel_pipes___american_vs__european_stan.md,Stainless Steel Pipes - American vs. European Standards,datatable,done
stainless_steel_pipes___dimensions_and_weights.md,Stainless Steel Pipes - Dimensions and Weights,none,pending
stainless_steels___identification_tests.md,Stainless Steels - Identification Tests,none,pending
staircase_calculator.md,Staircase Calculator,calculator-table,done
standard_differentials_and_integrals.md,Standard Differentials and Integrals,datatable,done
standard_enthalpy_of_formation__gibbs_energy_of_fo.md,"Standard enthalpy of formation, Gibbs energy of formation, entropy and molar heat capacity of organic substances",datatable,done
standard_gauges.md,Standard Gauges,calculator,done
standard_grade_coal___heat_values.md,Standard Grade Coal - Heat Values,datatable,done
standard_reference_fuels_and_their_equivalents.md,Standard Reference Fuels and their Equivalents,calculator-table,done
standard_state_and_enthalpy_of_formation__gibbs_fr.md,"Standard State and Enthalpy of Formation, Gibbs Free Energy of Formation, Entropy and Heat Capacity",datatable,done
standardized_enthalpies_and_entropies.md,Standardized Enthalpies and Entropies,datatable,done
static_pressure_vs__head.md,Static Pressure vs. Head,datatable,done
steam___condensate_pipe_lines___capacities__kw_.md,Steam - Condensate Pipe Lines - Capacities (kW),none,pending
steam_and_vapor_enthalpy.md,Steam and Vapor Enthalpy,calculator,done
steam_boiler_rating_vs__feed_water_temperature.md,Steam Boiler Rating vs. Feed Water Temperature,calculator-chart,done
steam_consumption_for_some_typical_steam_heated_co.md,Steam Consumption for some Typical Steam Heated Consumers,chart-table,done
steam_control_valves___calculate_flow_factor_kv.md,Steam Control Valves - Calculate Flow Factor Kv,datatable,done
steam_flash_generation__bar_.md,Steam Flash Generation (bar),calculator,done
steam_heating_processes___load_calculating.md,Steam Heating Processes - Load Calculating,datatable,done
steam_heating_systems___classifications.md,Steam Heating Systems - Classifications,datatable,done
steam_heating_systems___design.md,Steam Heating Systems - Design,calculator-table,done
steam_pipes____fuel_consumption_due_to_heat_losses.md,Steam Pipes -  Fuel Consumption due to Heat Losses over a Year,datatable,done
steam_pipes___heat_losses.md,Steam Pipes - Heat Losses,datatable,done
steam_pipes___heat_losses__w_m_.md,Steam Pipes - Heat Losses (W/m),datatable,done
steam_pipes___installation_of_drip_legs.md,Steam Pipes - Installation of Drip Legs,datatable,done
steam_pipes___max__flow_and_pressure_drop.md,Steam Pipes - Max. Flow and Pressure Drop,calculator,done
steam_pipes___online_pressure_drop_calculator.md,Steam Pipes - Online Pressure drop Calculator,calculator-table,done
steam_pipes___sizing.md,Steam Pipes - Sizing,calculator,done
steam_pipes___thermal_expansion.md,Steam Pipes - Thermal Expansion,calculator,done
steam_radiators_and_convectors___heating_capacitie.md,Steam Radiators and Convectors - Heating Capacities,datatable,done
steam_tracing_pipe_lines.md,Steam Tracing Pipe Lines,calculator,done
steam_trap_selection_guide.md,Steam Trap Selection Guide,none,pending
steel_bolts___astm_grades.md,Steel Bolts - ASTM Grades,datatable,done
steel_bolts___sae_grades.md,Steel Bolts - SAE Grades,datatable,done
steel_flats___weights.md,Steel Flats - Weights,chart,done
steel_pipe_flanges_for_waterworks_services.md,Steel Pipe Flanges for Waterworks Services,chart-table,done
steel_pipes___heat_loss_diagram.md,Steel Pipes - Heat Loss Diagram,chart-table,done
steel_pipes___temperature_expansion.md,Steel Pipes - Temperature Expansion,datatable,done
steel_pipes_schedule_40___pressure_loss.md,Steel Pipes Schedule 40 - Pressure Loss,chart,done
steel_plate_weight_guide__calculator___data_table.md,Steel Plate Weight Guide: Calculator & Data Table,chart-table,done
steel_tempering_colors.md,Steel Tempering Colors,datatable,done
steel_wool___grades.md,Steel Wool - Grades,calculator,done
steels___endurance_limits_and_fatigue_stress.md,Steels - Endurance Limits and Fatigue Stress,datatable,done
steradian.md,Steradian,chart-table,done
stiffness.md,Stiffness,chart,done
stockpile_volumes.md,Stockpile Volumes,chart-table,done
stoichiometric_combustion.md,Stoichiometric Combustion,chart-table,done
stoker_classification.md,Stoker Classification,datatable,done
stokes__formula.md,Stokes' Formula,datatable,done
stone_masonry___strength.md,Stone Masonry - Strength,datatable,done
stones___weight_and_strength.md,Stones - Weight and Strength,chart,done
storing_thermal_heat.md,Storing Thermal Heat,calculator-chart,done
storm_water_conductors.md,Storm-Water Conductors,none,pending
storm_water_runoff_coefficients_vs__surface.md,Storm-Water Runoff Coefficients vs. Surface,calculator-table,done
stp___standard_temperature_and_pressure_and_ntp___.md,STP - Standard Temperature and Pressure and NTP - Normal Temperature and Pressure,datatable,done
straight_through_diaphragm_valves___flow_coefficie.md,Straight Through Diaphragm Valves - Flow Coefficients,calculator,done
stress.md,Stress,calculator,done
stress__strain_and_young_s_modulus.md,"Stress, Strain and Young's Modulus",datatable,done
stress_in_thick_walled_cylinders_or_tubes.md,Stress in Thick-Walled Cylinders or Tubes,datatable,done
stress_in_thin_walled_cylinders_or_tubes.md,Stress in Thin-Walled Cylinders or Tubes,chart-table,done
strong_and_weak_acids_and_bases.md,Strong and Weak Acids and Bases,calculator-table,done
strouhal_number.md,Strouhal Number,calculator,done
structural_lumber____section_sizes.md,Structural Lumber  - Section Sizes,datatable,done
subjective_effect_of_change_in_sound_pressure_leve.md,Subjective Effect of Change in Sound Pressure Level,calculator,done
substances_triple_points.md,Substances Triple Points,calculator,done
sugar_solubility_in_water.md,Sugar Solubility in Water,datatable,done
sugar_water_solutions___viscosities.md,Sugar Water Solutions - Viscosities,datatable,done
sulfur_dioxide_liquid___thermal_properties.md,Sulfur Dioxide Liquid - Thermal Properties,chart-table,done
sulfuric_acid___density.md,Sulfuric Acid - Density,datatable,done
sun_charts.md,Sun Charts,calculator,done
supercooled_water___vapor_pressure_vs__temperature.md,Supercooled Water - Vapor Pressure vs. Temperature,chart-table,done
superheated_steam___entropy.md,Superheated Steam - Entropy,chart,done
support_reactions___equilibrium.md,Support Reactions - Equilibrium,datatable,done
surface_radiation_absorptivity.md,Surface Radiation Absorptivity,none,pending
surface_roughness_vs__abrasive_grain_size.md,Surface Roughness vs. Abrasive Grain Size,datatable,done
surface_roughness_vs__mechanical_processing.md,Surface Roughness vs. Mechanical Processing,calculator,done
surface_tension.md,Surface Tension,datatable,done
surface_tension___water_in_contact_with_air.md,Surface Tension - Water in contact with Air,calculator,done
survival_time_in_cold_water.md,Survival Time in Cold Water,calculator-table,done
swg___standard_wire_gauge.md,SWG - Standard Wire Gauge,datatable,done
symbols_used_to_denote_a_chemical_reactions_and_pr.md,Symbols Used to Denote a Chemical Reactions and Process or Condition,calculator,done
system_curve_and_pump_performance_curve.md,System Curve and Pump Performance Curve,calculator,done
taylor_series.md,Taylor Series,calculator,done
technical_terms_in_fluid_mechanics.md,Technical Terms in Fluid Mechanics,datatable,done
temperature_expansion.md,Temperature Expansion,chart-table,done
temperature_sensors___comparing_types.md,Temperature Sensors - Comparing Types,calculator,done
the_ideal_gas_law.md,The Ideal Gas Law,calculator,done
thermal_conductivity___online_converter.md,Thermal Conductivity - Online Converter,calculator-table,done
thermal_conductivity_of_common_materials____solids.md,"Thermal Conductivity of Common Materials -  Solids, Liquids and Gases",datatable,done
thermal_conductivity_of_metals_and_alloys__data_ta.md,Thermal Conductivity of Metals and Alloys: Data Table & Reference Guide,datatable,done
thermal_conductivity_of_water__temperature_and_pre.md,Thermal Conductivity of Water: Temperature and Pressure Data,datatable,done
thermal_conductivity_units_converter.md,Thermal Conductivity Units Converter,datatable,done
thermal_expansion___superficial_i_e__area.md,Thermal Expansion - Superficial i.e. Area,datatable,done
thermal_expansion_of_steam_pipes____inches_.md,Thermal Expansion of Steam Pipes - (inches),calculator-table,done
thermal_resistivity_and_conductivity.md,Thermal Resistivity and Conductivity,calculator-table,done
thermal_transmittance_vs__thermal_resistance.md,Thermal Transmittance vs. Thermal Resistance,calculator,done
thermocouples.md,Thermocouples,calculator,done
thermodynamic_key_values_internationally_agreed.md,Thermodynamic Key Values Internationally Agreed,none,pending
thermodynamic_properties_of_saturated_steam__data_.md,Thermodynamic Properties of Saturated Steam: Data & Charts in Bar,calculator,done
thermodynamic_terms___functions_and_relations.md,Thermodynamic Terms - Functions and Relations,none,pending
thermodynamics.md,Thermodynamics,datatable,done
thermoplastic_pipes___strength_derating__vs__tempe.md,Thermoplastic Pipes - Strength Derating  vs. Temperature,none,pending
thermoplastic_pipes___support_distance_vs__tempera.md,Thermoplastic Pipes - Support Distance vs. Temperature,datatable,done
thermoplastics___physical_properties.md,Thermoplastics - Physical Properties,datatable,done
third_law_of_thermodynamics.md,Third Law of Thermodynamics,datatable,done
threaded___socket_welded_steel_fittings___pressure.md,Threaded & Socket Welded Steel Fittings - Pressure Classes vs. Schedules,chart-table,done
threaded_bolts___stress_area.md,Threaded Bolts - Stress Area,calculator,done
threads.md,Threads,calculator,done
three_hinged_arches___continuous_and_point_loads.md,Three-Hinged Arches - Continuous and Point Loads,calculator,done
three_phase_electrical_motors___power_factor_vs__i.md,Three-Phase Electrical Motors - Power Factor vs. Inductive Load,datatable,done
three_phase_electrical_motors___power_vs__amps_and.md,Three-Phase Electrical Motors - Power vs. Amps and Voltage,datatable,done
three_phase_power___equations.md,Three-Phase Power - Equations,calculator,done
toggle_joint.md,Toggle Joint,calculator,done
toluene___density_and_specific_weight_vs__teempera.md,Toluene - Density and Specific Weight vs. Teemperature and Pressure,calculator,done
toluene___thermophysical_properties.md,Toluene - Thermophysical Properties,calculator,done
toluene_liquid___thermal_properties_vs__temperatur.md,Toluene Liquid - Thermal Properties vs. Temperature,calculator,done
torque___work_done_and_power_transmitted.md,Torque - Work done and Power Transmitted,calculator-table,done
torque_or_moment_of_force___online_converter.md,Torque or Moment of Force - Online Converter,datatable,done
total_and_partial_pressure___dalton_s_law_of_parti.md,Total and Partial Pressure - Dalton's Law of Partial Pressures,datatable,done
transformers___kva_ratings_vs__volt_and_amps.md,Transformers - kVA Ratings vs. Volt and Amps,datatable,done
transient_spikes.md,Transient Spikes,datatable,done
transnational_and_continental_standards_organizati.md,Transnational and Continental Standards Organizations,datatable,done
trap_sizes_vs__fixture_units.md,Trap Sizes vs. Fixture Units,calculator,done
tree_species___water_demand.md,Tree Species - Water Demand,datatable,done
trench_excavation.md,Trench Excavation,calculator,done
triangle.md,Triangle,calculator,done
trigonometric_functions.md,Trigonometric Functions,calculator,done
troy_weight.md,Troy Weight,calculator,done
trusses.md,Trusses,calculator-table,done
turbo_machines___specific_work_done_by_pumps__comp.md,"Turbo Machines - Specific Work done by Pumps, Compressors or Fans",datatable,done
types_of_air_compressors.md,Types of Air Compressors,chart,done
typical_floor_loads.md,Typical Floor Loads,chart,done
u_s__and_metric_fasteners___thread_sizes.md,U.S. and Metric Fasteners - Thread Sizes,chart,done
u_s__bolts___head_and_wrench_sizes.md,U.S. Bolts - Head and Wrench Sizes,calculator,done
u_s__heating_degree_days.md,U.S. Heating Degree-Days,datatable,done
u_s__standard_architectural_drawing_sizes.md,U.S. Standard Architectural Drawing Sizes,datatable,done
u_s__standard_atmosphere__temperature__pressure__a.md,"U.S. Standard Atmosphere: Temperature, Pressure, and Air Properties vs. Altitude",none,pending
u_tube_differential_pressure_manometers.md,U-Tube Differential Pressure Manometers,datatable,done
underground_pipes___earth_pressure.md,Underground Pipes - Earth Pressure,datatable,done
understanding_convective_heat_transfer__coefficien.md,"Understanding Convective Heat Transfer: Coefficients, Formulas & Examples",datatable,done
unified_thread_standards__unc___unf_size_charts___.md,Unified Thread Standards: UNC & UNF Size Charts & Specifications,none,pending
uniformat.md,Uniformat,calculator,done
unit_converter.md,Unit Converter with commonly used Units,calculator,done
unit_converter_with_commonly_used_units.md,Unit Converter with commonly used Units,calculator-chart,done
unit_factor_method.md,Unit Factor Method,calculator-chart,done
units_of_heat___btu__calorie_and_joule.md,"Units of Heat - BTU, Calorie and Joule",calculator,done
universal_gravitational_law.md,Universal Gravitational Law,calculator-chart,done
unlined_sheet_metal_ducts___sound_attenuation.md,Unlined Sheet-Metal Ducts - Sound Attenuation,calculator-table,done
uns___unified_numbering_system.md,UNS - Unified Numbering System,calculator,done
urban_tree_heights.md,Urban Tree Heights,chart,done
us_machine_screws___dimensions.md,US Machine Screws - Dimensions,calculator-table,done
us_wood_screws___nominal_sizes.md,US Wood Screws - Nominal Sizes,datatable,done
us_wood_screws___pilot_holes.md,US Wood Screws - Pilot Holes,calculator,done
uscs___united_states_customary_system_units.md,USCS - United States Customary System Units,datatable,done
use_of_telephones_in_noisy_areas.md,Use of Telephones in Noisy Areas,datatable,done
utm_to_latitude_and_longitude_converter__convert_u.md,UTM to Latitude and Longitude Converter: Convert UTM Coordinates to Geographic Coordinates,calculator-table,done
vacuum.md,Vacuum,none,pending
vacuum___air_expansion_ratio.md,Vacuum - Air Expansion Ratio,datatable,done
vacuum___evacuation_time.md,Vacuum - Evacuation Time,datatable,done
vacuum___flow_measurement.md,Vacuum - Flow Measurement,calculator,done
vacuum___pressure_units_converter.md,Vacuum - Pressure Units Converter,none,pending
vacuum_pipes___flow_velocities.md,Vacuum Pipes - Flow Velocities,calculator-table,done
vacuum_pipes___pressure_loss_vs__air_flow.md,Vacuum Pipes - Pressure Loss vs. Air Flow,calculator-table,done
vacuum_pumps___exhaust_pipe_capacities.md,Vacuum Pumps - Exhaust Pipe Capacities,datatable,done
value_engineering.md,Value Engineering,calculator-table,done
valve_selection_guide.md,Valve Selection Guide,calculator,done
valve_type_classifications.md,Valve Type Classifications,calculator-table,done
valves___plastic_materials.md,Valves - Plastic Materials,calculator,done
valves___specific_services.md,Valves - Specific Services,datatable,done
valves___typical_operating_temperatures.md,Valves - Typical Operating Temperatures,datatable,done
valves_types___operating_size_ranges.md,Valves Types - Operating Size Ranges,none,pending
vapor_and_steam.md,Vapor and Steam,calculator-table,done
variable_frequency_drives___heat_loss_and_required.md,Variable Frequency Drives - Heat Loss and Required Air Cooling,chart-table,done
vector_addition.md,Vector Addition,calculator,done
vehicle___distance_traveled_vs__velcocity_and_time.md,Vehicle - Distance Traveled vs. Velcocity and Time Used (mph),chart-table,done
vehicle___distance_traveled_vs__velocity_and_time_.md,Vehicle - Distance Traveled vs. Velocity and Time (km/h),chart-table,done
vehicles_traffic_flow_and_density.md,Vehicles Traffic Flow and Density,datatable,done
velocity_pressure_head.md,Velocity Pressure Head,chart-table,done
velocity_units___online_converter.md,Velocity Units - Online Converter,chart-table,done
velocity_units_converter.md,Velocity Units Converter,chart-table,done
ventilation_systems.md,Ventilation Systems,chart-table,done
ventilation_systems___acoustic_calculation_procedu.md,Ventilation Systems - Acoustic Calculation Procedure,chart-table,done
ventilation_systems___classification_of_noise_redu.md,Ventilation Systems - Classification of Noise Reduction Silencers,chart-table,done
vertical_pipes___discharge_height_vs__volume_flow.md,Vertical Pipes - Discharge Height vs. Volume Flow,chart-table,done
vinyl_ester___chemical_resistance.md,Vinyl Ester - Chemical Resistance,chart-table,done
viscosities.md,Viscosities,calculator-chart,done
viscosity_converter__convert_between_dynamic___kin.md,Viscosity Converter: Convert Between Dynamic & Kinematic Viscosity,datatable,done
viscous_liquids___friction_loss_vs__viscosity_and_.md,Viscous Liquids - Friction Loss vs. Viscosity and Flow,datatable,done
viscous_liquids___max__delivery_flow_velocities.md,Viscous Liquids - Max. Delivery Flow Velocities,chart,done
viscous_liquids___max__suction_flow_velocities.md,Viscous Liquids - Max. Suction Flow Velocities,calculator,done
voltage_dividers___online_calculator.md,Voltage Dividers - Online Calculator,datatable,done
voltage_sources_vs__current_sources.md,Voltage Sources vs. Current Sources,datatable,done
volume_converting_chart___gallons_vs__cubic_feet_v.md,Volume Converting Chart - Gallons vs. Cubic Feet vs. Cubic Meters and more,calculator-table,done
volume_flow___online_unit_converter.md,Volume Flow - Online Unit Converter,calculator,done
volume_in_horizontal_pipes_or_cylindrical_tanks.md,Volume in Horizontal Pipes or Cylindrical Tanks,calculator,done
volume_units_converter.md,Volume Units Converter,calculator-chart,done
volumetric__cubic__thermal_expansion.md,Volumetric (Cubic) Thermal Expansion,calculator,done
wabt___weighted_average_bed_temperature.md,WABT - Weighted Average Bed Temperature,datatable,done
walls___no__of_studs.md,Walls - No. of Studs,datatable,done
waste_fuel___heat_values.md,Waste Fuel - Heat Values,none,pending
waste_water_piping___flow_capacitiy_vs__dimension.md,Waste Water Piping - Flow Capacitiy vs. Dimension,calculator-chart,done
water___absolute__dynamic__viscosity_vs__temperatu.md,Water - Absolute (Dynamic) Viscosity vs. Temperature and Pressure,datatable,done
water___boiling_points_at_vacuum_pressure.md,Water - Boiling Points at Vacuum Pressure,datatable,done
water___boiling_points_vs__altitude.md,Water - Boiling Points vs. Altitude,datatable,done
water___dynamic_and_kinematic_viscosity_at_various.md,Water - Dynamic and Kinematic Viscosity at Various Temperatures and Pressures,datatable,done
water___enthalpy_and_entropy_vs__temperature.md,Water - Enthalpy and Entropy vs. Temperature,datatable,done
water___ionization_constant__pkw__of_normal_and_he.md,"Water - Ionization Constant, pKw, of Normal and Heavy Water",datatable,done
water___max__suction_flow_velocities_vs__pipe_size.md,Water - Max. Suction Flow Velocities vs. Pipe Size,calculator,done
water___prandtl_number_vs__temperature_and_pressur.md,Water - Prandtl Number vs. Temperature and Pressure,datatable,done
water___properties_at_gas_liquid_equilibrium_condi.md,Water - Properties at Gas-Liquid Equilibrium Conditions,datatable,done
water___properties_vs__temperature_and_pressure.md,Water - Properties vs. Temperature and Pressure,chart-table,done
water___saturation_pressure_and_specific_weight_vs.md,Water - Saturation Pressure and Specific Weight vs. Temperature,calculator-chart,done
water___specific_gravity_vs__temperature.md,Water - Specific Gravity vs. Temperature,datatable,done
water___specific_volume_vs__temperature.md,Water - Specific Volume vs. Temperature,calculator,done
water___speed_of_sound_vs__temperature.md,Water - Speed of Sound vs. Temperature,calculator,done
water___thermal_diffusivity_vs__temperature_and_pr.md,Water - Thermal Diffusivity vs. Temperature and Pressure,datatable,done
water_boiling_point_at_higher_pressures___data___c.md,Water Boiling Point at Higher Pressures – Data & Calculator,datatable,done
water_consumption_and_activities.md,Water Consumption and Activities,datatable,done
water_content_in_food_and_other_products.md,Water Content in Food and other Products,calculator,done
water_control_valves____flow_factor_kv_diagram.md,Water Control Valves -  Flow Factor Kv Diagram,calculator,done
water_density__specific_weight_and__thermal_expans.md,"Water Density, Specific Weight and  Thermal Expansion Coefficients - Temperature and Pressure Dependence",calculator,done
water_distribution_pipes___materials.md,Water Distribution Pipes - Materials,calculator-chart,done
water_flow___max__delivery_velocity_vs__pipe_size.md,Water Flow - Max. Delivery Velocity vs. Pipe Size,calculator,done
water_flow_in_tubes___reynolds_number.md,Water Flow in Tubes - Reynolds Number,calculator-chart,done
water_hammer.md,Water Hammer,calculator,done
water_pressure_vs__head.md,Water Pressure vs. Head,calculator,done
water_properties__vaporization_heat_vs__temperatur.md,Water Properties: Vaporization Heat vs. Temperature - Charts and Calculator,calculator,done
water_pump_calculator.md,Water Pump Calculator,calculator,done
water_service_pipe_lines.md,Water Service Pipe Lines,calculator-table,done
water_sprinkler_protected_areas_and_hazard_classif.md,Water Sprinkler Protected Areas and Hazard Classification,datatable,done
water_steam_mollier_diagram.md,Water-Steam Mollier Diagram,datatable,done
water_supplies___expected_vs__theoretical_summariz.md,Water Supplies - Expected vs. Theoretical Summarized Demand,calculator-chart,done
water_supply___cross_contamination_control.md,Water Supply - Cross-Contamination Control,calculator,done
water_supply_fixture_units___wsfu_vs__gpm_and_lite.md,Water Supply Fixture Units - WSFU vs. GPM and Liters/sec,datatable,done
water_supply_fixture_units_wsfu.md,Water Supply Fixture Units WSFU,datatable,done
water_supply_lines___sizing.md,Water Supply Lines - Sizing,calculator,done
water_supply_pipe_lines___sizing.md,Water Supply Pipe Lines - Sizing,datatable,done
